Name;ISIN;Symbol;Market;"Trading Currency";Open;High;Low;Last;"Last Date/Time";"Time Zone";Volume;Turnover 1000MERCIS;FR0010285965;ALMIL;"Euronext Growth Paris";EUR;30,00;30,10;30,00;30,00;"12/04/2022 16:07";CET;19561;586869,70
CTP;NL00150006R6;CTPNV;"Euronext Amsterdam";EUR;15,54;15,54;15,02;15,20;"12/04/2022 17:35";CET;60642;920372,60
"CTT CORREIOS PORT";PTCTT0AM0001;CTT;"Euronext Lisbon";EUR;4,355;4,385;4,305;4,365;"12/04/2022 21:35";BST;348270;1517357,41
CUMULEX;BE0003463685;CLEX;"Euronext Brussels";EUR;2,30;2,30;2,30;2,30;"29/03/2022 11:30";CET;95;218,50
"CUMULEX (ben/win)";BE0010026350;-;"Euronext Expert Market";EUR;10,00;10,00;10,00;10,00;"17/07/2018 11:30";CET;14;140,00
CYBERGUN;FR0014004QR6;ALCYB;"Euronext Growth Paris";EUR;0,467;0,484;0,458;0,475;"12/04/2022 17:35";CET;274912;128710,0356
"CYBERGUN BSA 2";FR0013340817;CYBBT;"Euronext Growth Paris";EUR;0,0005;0,0005;0,0005;0,0005;"14/03/2022 09:00";CET;14;0,01
"CYBERGUN BSA K1";FR0013507977;CYBK1;"Euronext Growth Paris";EUR;0,002;0,002;0,002;0,002;"22/03/2022 16:31";CET;2460;4,92
"CYBERGUN BSA K2A";FR0013507985;CYBKA;"Euronext Growth Paris";EUR;0,0015;0,0015;0,0015;0,0015;"05/04/2022 09:04";CET;212392;318,59
"CYBERGUN BSA K2B";FR0013508009;CYBKB;"Euronext Growth Paris";EUR;0,001;0,001;0,0005;0,0005;"05/04/2022 09:05";CET;132936;116,42
CYVIZ;NO0010015175;CYVIZ;"Euronext Growth Oslo";NOK;36,50;36,50;35,60;36,30;"12/04/2022 16:25";CET;5707;206657,80
"D'IETEREN GROUP";BE0974259880;DIE;"Euronext Brussels";EUR;140,80;142,40;139,30;140,80;"12/04/2022 17:35";CET;122668;17259233,80
D.L.S.I.;FR0010404368;ALDLS;"Euronext Growth Paris";EUR;13,05;13,10;12,80;12,95;"12/04/2022 17:15";CET;462;5994,10
"DALATA HOTEL GP.";IE00BJMZDW83;DHG;"Euronext Dublin";EUR;3,825;3,885;3,76;3,87;"12/04/2022 21:01";IST;477464;1842316,565
DAMARIS;FR0000077885;MLDAM;"Euronext Access Paris";EUR;9,80;9,80;9,80;9,80;"06/04/2022 16:30";CET;2;19,60
DAMARTEX;FR0000185423;ALDAR;"Euronext Growth Paris";EUR;14,20;14,65;14,20;14,50;"12/04/2022 16:52";CET;700;10112,75
DANONE;FR0000120644;BN;"Euronext Paris";EUR;51,40;52,10;50,75;51,93;"12/04/2022 17:35";CET;1344161;69468829,50
"DASSAULT AVIATION";FR0014004L86;AM;"Euronext Paris";EUR;155,00;157,90;153,60;156,00;"12/04/2022 17:36";CET;100091;15615107,00
"DASSAULT SYS NV22";FR00140078T7;DSYNV;"Euronext Paris";EUR;57,00;57,00;57,00;57,00;"08/02/2022 11:30";CET;22;1254,00
"DASSAULT SYSTEMES";FR0014003TT8;DSY;"Euronext Paris";EUR;40,07;41,545;39,77;40,82;"12/04/2022 17:35";CET;1506955;61552536,22
"DATALEX PLC";IE0000527006;DLE;"Euronext Growth Dublin";EUR;0,782;0,80;0,782;0,80;"12/04/2022 21:00";IST;1750;1381,40
DBT;FR0013066750;ALDBT;"Euronext Growth Paris";EUR;0,0339;0,035;0,033;0,0333;"12/04/2022 17:35";CET;1918931;64744,6373
"DBV TECHNOLOGIES";FR0010417345;DBV;"Euronext Paris";EUR;2,79;2,79;2,674;2,71;"12/04/2022 17:35";CET;105732;286279,172
DECEUNINCK;BE0003789063;DECB;"Euronext Brussels";EUR;2,64;2,66;2,615;2,62;"12/04/2022 17:35";CET;68889;181428,375
"DEE TECH SHARES";FR0014003G01;DEE;"Euronext Paris";EUR;9,70;9,90;9,70;9,90;"08/04/2022 09:35";CET;510;4997,00
"DEE TECH WARRANTS";FR0014003G19;DEEW;"Euronext Paris";EUR;0,30;0,30;0,30;0,30;"22/12/2021 12:00";CET;1000;300,00
"DEEP VALUE DRILLER";NO0010955917;DVD;"Euronext Growth Oslo";NOK;13,40;13,45;13,05;13,15;"12/04/2022 16:25";CET;206836;2736510,25
DEINOVE;FR0010879056;ALDEI;"Euronext Growth Paris";EUR;0,296;0,30;0,2915;0,2915;"12/04/2022 17:00";CET;36338;10816,297
DEKUPLE;FR0000062978;DKUPL;"Euronext Paris";EUR;32,70;34,00;32,70;34,00;"12/04/2022 17:35";CET;3596;119737,30
DELFINGEN;FR0000054132;ALDEL;"Euronext Growth Paris";EUR;51,20;51,40;51,00;51,20;"12/04/2022 16:32";CET;533;27255,00
"DELTA DRONE";FR0011522168;ALDR;"Euronext Growth Paris";EUR;0,0005;0,0005;0,0004;0,0004;"12/04/2022 17:35";CET;138284594;57453,0855
"DELTA DRONE BSA Y";FR0013400991;ALDBY;"Euronext Growth Paris";EUR;0,0015;0,0015;0,0015;0,0015;"11/04/2022 10:18";CET;50;0,08
"DELTA PLUS GROUP";FR0013283108;ALDLT;"Euronext Growth Paris";EUR;89,90;90,00;87,40;87,50;"12/04/2022 17:23";CET;960;85297,20
DERICHEBOURG;FR0000053381;DBG;"Euronext Paris";EUR;8,95;9,23;8,88;9,15;"12/04/2022 17:36";CET;189595;1722508,725
"DESERT CONTROL";NO0010963275;DSRT;"Euronext Growth Oslo";NOK;30,90;31,50;29,30;31,20;"12/04/2022 16:25";CET;85082;2612346,60
"DEUTSCHE TELEKOM";DE0005557508;DTEL;"Traded not listed Brussels";EUR;16,826;16,826;16,826;16,826;"12/04/2022 09:00";CET;30;504,78
DEVERNOIS;FR0000060840;ALDEV;"Euronext Growth Paris";EUR;10,00;10,00;10,00;10,00;"11/04/2022 11:30";CET;36;360,00
DEXIA;BE0974290224;DEXB;"Euronext Expert Market";EUR;0,30;0,30;0,30;0,30;"29/12/2020 11:30";CET;1163;348,90
"DGB GROUP N.V.";NL0009169515;DGB;"Euronext Amsterdam";EUR;0,98;1,015;0,98;0,99;"12/04/2022 14:46";CET;17003;16940,322
DIAGEO;GB0002374006;DGE;"Euronext Paris";EUR;47,20;47,60;47,20;47,60;"12/04/2022 16:24";CET;489;23134,80
"DIAGEO PLC";GB0002374006;GUI1;"Euronext Dublin";EUR;-;-;-;-;-;IST;-;-
"DIAGNOSTIC MEDICAL";FR0012202497;ALDMS;"Euronext Growth Paris";EUR;1,17;1,205;1,15;1,205;"12/04/2022 10:30";CET;2350;2735,97
"DIEGEM KENNEDYCERT";BE0003698124;DIEG;"Euronext Brussels";EUR;115,90;115,90;115,90;115,90;"01/04/2022 11:30";CET;100;11590,00
"DIERK. ANTWERP.";BE0036367895;-;"Euronext Expert Market";EUR;96,50;96,50;96,50;96,50;"15/02/2022 11:30";CET;1;96,50
"DIERKUNDE ANTW";BE0026342551;-;"Euronext Expert Market";EUR;222,00;222,00;222,00;222,00;"08/06/2021 11:30";CET;1;222,00
"DISRUPTIVE CAP SHA";GG00BMB5XZ39;DCACS;"Euronext Amsterdam";GBP;9,95;9,95;9,949;9,949;"18/03/2022 11:57";CET;16499;164164,17
"DISRUPTIVE CAP WAR";GG00BMB5XY22;DCACW;"Euronext Amsterdam";GBP;0,60;0,60;0,60;0,60;"01/02/2022 13:45";CET;2313;1387,80
"DISTRI-LAND CERT";BE0003605160;DISL;"Euronext Brussels";EUR;200,00;200,00;200,00;200,00;"25/03/2022 11:30";CET;4;800,00
DLT;NO0003055808;DLTX;"Oslo Børs";NOK;7,20;7,42;6,91;7,21;"12/04/2022 16:25";CET;762008;5429282,81
"DMS IMAGING";BE0974289218;DMSIM;"Euronext Brussels, Paris";EUR;0,162;0,173;0,1615;0,1625;"12/04/2022 12:31";CET;7920;1347,175
"DNB BANK";NO0010161896;DNB;"Oslo Børs";NOK;197,20;198,60;194,65;195,95;"12/04/2022 16:28";CET;1362179;267331630,15
DNO;NO0003921009;DNO;"Oslo Børs";NOK;13,02;13,62;13,02;13,53;"12/04/2022 16:25";CET;5292457;70678099,90
DNXCORP;FR0010436584;ALDNX;"Euronext Growth Paris";EUR;11,30;11,30;10,75;10,75;"11/04/2022 17:07";CET;8;89,85
"DOCK.PETR.AMBES AM";FR0000065260;DPAM;"Euronext Paris";EUR;452,00;452,00;452,00;452,00;"08/04/2022 16:30";CET;14;6328,00
DOF;NO0010070063;DOF;"Oslo Børs";NOK;1,11;1,26;1,03;1,052;"12/04/2022 16:25";CET;27492358;31988196,22
DOLFINES;FR0014004QZ9;ALDOL;"Euronext Growth Paris";EUR;0,54;0,617;0,52;0,602;"12/04/2022 17:37";CET;532440;306332,307
"DONEGAL INVESTMENT";IE000TIRQBE1;DQ7A;"Euronext Growth Dublin";EUR;18,00;18,00;18,00;18,00;"06/04/2022 20:34";IST;561;10098,00
DONTNOD;FR0013331212;ALDNE;"Euronext Growth Paris";EUR;12,20;12,30;12,05;12,30;"12/04/2022 17:28";CET;842;10246,15
"DRONE VOLT";FR0013088606;ALDRV;"Euronext Growth Paris";EUR;0,0449;0,0463;0,0435;0,0456;"12/04/2022 17:35";CET;5200454;233643,4015
"DRONE VOLT BS26";FR0014007951;BNBS;"Euronext Growth Paris";EUR;0,0139;0,0139;0,0139;0,0139;"08/04/2022 17:15";CET;60000;834,00
"DSM KON";NL0000009827;DSM;"Euronext Amsterdam";EUR;158,45;159,65;156,70;159,25;"12/04/2022 17:36";CET;269988;42898149,50
DYNAFOND;FR0000052920;MLDYN;"Euronext Access Paris";EUR;3,96;3,96;3,96;3,96;"15/03/2021 11:30";CET;15;59,40
"DYNEX ENERGY SA";LU0881232630;MLDYX;"Euronext Access Paris";EUR;1,39;1,39;1,39;1,39;"31/03/2022 11:33";CET;25;34,75
"E PANGO";FR0014004339;ALAGO;"Euronext Growth Paris";EUR;4,46;4,47;4,46;4,47;"10/02/2022 14:03";CET;121;539,86
"E.ON SE";DE000ENAG999;EON;"Traded not listed Brussels";EUR;10,38;10,38;10,38;10,38;"11/04/2022 15:00";CET;100;1038,00
"EAM SOLAR";NO0010607781;EAM;"Euronext Expand Oslo";NOK;11,90;11,90;10,65;11,80;"12/04/2022 16:25";CET;3890;45374,15
"EASE2PAY NV";NL0000345627;EAS2P;"Euronext Amsterdam";EUR;2,75;2,765;2,655;2,70;"12/04/2022 17:26";CET;2488;6793,225
"EASSON HOLDINGS";HK0000038783;MLEAS;"Euronext Access Paris";EUR;0,482;0,482;0,482;0,482;"13/01/2022 16:30";CET;38;18,32
"EAUX DE ROYAN";FR0007200100;MLEDR;"Euronext Access Paris";EUR;91,00;91,00;91,00;91,00;"08/04/2022 11:30";CET;3;273,00
EAVS;FR0010536185;MLEAV;"Euronext Access Paris";EUR;10,30;10,30;10,30;10,30;"05/05/2021 11:30";CET;145;1493,50
"EBUSCO HOLDING";NL0015000CZ2;EBUS;"Euronext Amsterdam";EUR;20,16;23,38;19,62;22,36;"12/04/2022 17:35";CET;228202;4828221,65
ECFC;BE0003783975;-;"Euronext Expert Market";EUR;4120,00;4120,00;4120,00;4120,00;"26/05/2020 11:30";CET;1;4120,00
"ECIT AS B-AKSJER";NO0010939804;ECIT;"Euronext Growth Oslo";NOK;6,96;6,96;6,96;6,96;"12/04/2022 11:46";CET;100;696,00
ECOLUTIONS;DE000A0XYM45;MLECO;"Euronext Access Paris";EUR;1,25;1,25;1,25;1,25;"21/12/2016 15:00";CET;100;125,00
ECOMIAM;FR0013534617;ALECO;"Euronext Growth Paris";EUR;10,15;10,15;10,00;10,00;"12/04/2022 17:26";CET;809;8124,95
"ECONOCOM GROUP";BE0974313455;ECONB;"Euronext Brussels";EUR;3,68;3,69;3,625;3,645;"12/04/2022 17:35";CET;65297;238829,22
"ECOONLINE HOLDING";NO0010936891;ECO;"Euronext Growth Oslo";NOK;14,60;14,90;14,60;14,60;"12/04/2022 16:29";CET;632000;9228400,00
ECOSLOPS;FR0011490648;ALESA;"Euronext Growth Paris";EUR;9,78;9,90;9,76;9,90;"12/04/2022 17:35";CET;1102;10792,60
"EDDA WIND";NO0010998529;EWIND;"Oslo Børs";NOK;29,90;29,95;29,45;29,95;"12/04/2022 16:19";CET;16293;481614,55
EDENRED;FR0010908533;EDEN;"Euronext Paris";EUR;47,76;48,68;47,72;48,68;"12/04/2022 17:35";CET;738055;35741504,14
EDF;FR0010242511;EDF;"Euronext Paris";EUR;8,45;8,45;8,204;8,332;"12/04/2022 17:35";CET;4965843;41295936,084
EDILIZIACROBATICA;IT0005351504;ALEAC;"Euronext Growth Paris";EUR;17,12;17,80;17,12;17,78;"12/04/2022 17:27";CET;1461;25519,92
"EDITIONS DU SIGNE";FR0000052755;MLEDS;"Euronext Access Paris";EUR;0,25;0,25;0,25;0,25;"05/04/2022 16:30";CET;220;55,00
EDP;PTEDP0AM0009;EDP;"Euronext Lisbon";EUR;4,602;4,668;4,553;4,665;"12/04/2022 21:35";BST;10335898;48006394,226
"EDP RENOVAVEIS";ES0127797019;EDPR;"Euronext Lisbon";EUR;22,99;23,13;22,57;22,90;"12/04/2022 21:35";BST;639973;14622736,13
"EDUFORM ACTION";FR0010882886;MLEFA;"Euronext Access Paris";EUR;0,88;0,88;0,88;0,88;"12/04/2022 16:30";CET;2100;1848,00
EDUNIVERSAL;FR0010439265;MLEDU;"Euronext Access Paris";EUR;8,42;8,42;8,42;8,42;"18/04/2012 15:00";CET;850;7157,00
EES;FR0010945733;MLEES;"Euronext Access Paris";EUR;0,282;0,282;0,282;0,282;"06/08/2020 16:30";CET;20;5,64
EGIDE;FR0000072373;GID;"Euronext Paris";EUR;1,24;1,24;1,224;1,224;"12/04/2022 17:09";CET;10018;12311,388
"EHC ORD SHARES";NL0015000K10;EHCS;"Euronext Amsterdam";EUR;9,60;9,60;9,60;9,60;"06/04/2022 09:00";CET;68;652,80
"EHC TREAS SHARES";NL0015000K02;EHCT;"Euronext Amsterdam";EUR;-;-;-;-;-;CET;-;-
"EHC WARRANTS";NL0015000K28;EHCW;"Euronext Amsterdam";EUR;0,25;0,25;0,25;0,25;"17/12/2021 10:55";CET;42;10,50
"EIDESVIK OFFSHORE";NO0010263023;EIOF;"Oslo Børs";NOK;7,02;7,60;7,00;7,08;"12/04/2022 16:25";CET;188341;1360160,64
EIFFAGE;FR0000130452;FGR;"Euronext Paris";EUR;90,20;92,12;89,74;91,80;"12/04/2022 17:35";CET;251246;22988784,96
EKINOPS;FR0011466069;EKI;"Euronext Paris";EUR;6,58;6,62;6,50;6,58;"12/04/2022 17:35";CET;27437;180193,91
EKOPAK;BE0974380124;EKOP;"Euronext Brussels";EUR;18,42;18,42;18,10;18,38;"12/04/2022 17:35";CET;994;18110,14
ELEC.STRASBOURG;FR0000031023;ELEC;"Euronext Paris";EUR;106,00;106,50;105,50;106,00;"12/04/2022 15:47";CET;525;55653,50
"ELECT. MADAGASCAR";FR0000035719;EEM;"Euronext Paris";EUR;3,28;3,28;3,28;3,28;"03/02/2020 16:30";CET;1034;3391,52
"ELECTROMAGNET GEO";NO0010358484;EMGS;"Oslo Børs";NOK;1,992;2,005;1,93;2,00;"12/04/2022 16:25";CET;218959;432656,466
ELEKTROIMPORTØREN;NO0010911902;ELIMP;"Euronext Growth Oslo";NOK;70,60;70,60;69,00;70,00;"12/04/2022 16:25";CET;7263;508612,40
"ELIA GROUP";BE0003822393;ELI;"Euronext Brussels";EUR;154,20;154,70;150,20;153,00;"12/04/2022 17:35";CET;137267;20978166,90
"ELIOR GROUP";FR0011950732;ELIOR;"Euronext Paris";EUR;2,54;2,556;2,47;2,498;"12/04/2022 17:37";CET;1525281;3824719,306
ELIS;FR0012435121;ELIS;"Euronext Paris";EUR;12,93;13,11;12,76;12,96;"12/04/2022 17:35";CET;285023;3687659,21
ELKEM;NO0010816093;ELK;"Oslo Børs";NOK;40,00;40,78;39,54;40,32;"12/04/2022 16:29";CET;963600;38881265,24
"ELLIPTIC LABORATOR";NO0010722283;ELABS;"Oslo Børs";NOK;19,80;20,30;19,52;20,20;"12/04/2022 16:25";CET;167085;3329065,18
ELOP;NO0010864036;ELOP;"Euronext Growth Oslo";NOK;2,95;3,185;2,95;3,16;"12/04/2022 16:25";CET;867451;2663772,485
ELOPAK;NO0011002586;ELO;"Oslo Børs";NOK;14,70;14,78;14,40;14,44;"12/04/2022 16:25";CET;360998;5243240,56
"EMD MUSIC";BE0003849669;EMD;"Euronext Expert Market";EUR;1,30;1,30;1,30;1,30;"24/07/2018 11:30";CET;600;780,00
"EMOVA GROUP";FR0013356755;ALEMV;"Euronext Growth Paris";EUR;1,515;1,52;1,505;1,505;"12/04/2022 16:34";CET;1971;2972,865
EMULATION;BE0024644065;-;"Euronext Expert Market";EUR;253,34;253,34;253,34;253,34;"19/09/2017 11:30";CET;5;1266,70
"ENCRES DUBUIT";FR0004030708;ALDUB;"Euronext Growth Paris";EUR;3,80;3,80;3,65;3,80;"12/04/2022 15:51";CET;1219;4571,18
ENDÚR;NO0010379779;ENDUR;"Oslo Børs";NOK;0,589;0,595;0,583;0,586;"12/04/2022 16:25";CET;413006;243490,79
ENENSYS;FR0013330792;ALNN6;"Euronext Growth Paris";EUR;1,155;1,155;1,095;1,15;"12/04/2022 17:35";CET;6698;7553,29
ENERGISME;FR0013399359;ALNRG;"Euronext Growth Paris";EUR;1,152;1,19;1,128;1,16;"12/04/2022 17:35";CET;28001;32270,284
ENERTIME;FR0011915339;ALENE;"Euronext Growth Paris";EUR;2,00;2,035;1,98;2,015;"12/04/2022 15:57";CET;6016;12019,099
"ENGAGE XR HOLDINGS";IE00BG0HDR01;EXR;"Euronext Growth Dublin";EUR;0,19;0,19;0,19;0,19;"12/04/2022 15:09";IST;2632;500,08
ENGIE;FR0010208488;ENGI;"Euronext Paris, Brussels";EUR;11,40;11,538;11,06;11,448;"12/04/2022 17:38";CET;6204182;70621163,92
ENI;IT0003132476;ENI;"Traded not listed Brussels";EUR;13,80;13,984;13,786;13,892;"12/04/2022 17:24";CET;4619;64205,914
ENOGIA;FR0014004974;ALENO;"Euronext Growth Paris";EUR;7,80;7,94;7,70;7,94;"12/04/2022 17:29";CET;3938;30724,30
"ENSURGE MICROPOWER";NO0012450008;ENSU;"Oslo Børs";NOK;4,19;4,19;4,085;4,19;"12/04/2022 16:25";CET;105653;435710,5645
ENTECH;FR0014004362;ALESE;"Euronext Growth Paris";EUR;6,56;6,60;6,52;6,52;"12/04/2022 15:30";CET;198;1299,32
"ENTP ORD SHARES";NL0015000F82;ENTPA;"Euronext Amsterdam";EUR;10,00;10,00;10,00;10,00;"07/04/2022 15:55";CET;1;10,00
"ENTP TREAS SHARES";NL0015000F90;ENTPT;"Euronext Amsterdam";EUR;-;-;-;-;-;CET;-;-
"ENTP WARRANTS";NL0015000FD2;ENTPW;"Euronext Amsterdam";EUR;0,25;0,4868;0,25;0,4868;"18/11/2021 12:25";CET;43867;12150,75
ENTRA;NO0010716418;ENTRA;"Oslo Børs";NOK;177,00;177,00;175,00;176,00;"12/04/2022 16:25";CET;41561;7312486,00
ENTREPARTICULIERS;FR0010424697;ALENT;"Euronext Growth Paris";EUR;3,20;3,20;3,00;3,00;"12/04/2022 17:26";CET;3830;11893,93
ENTREPRENDRE;FR0000045122;ALENR;"Euronext Growth Paris";EUR;5,80;5,80;5,80;5,80;"07/04/2022 16:30";CET;1;5,80
ENVEA;FR0010278762;ALTEV;"Euronext Growth Paris";EUR;165,50;167,50;165,50;167,50;"14/03/2022 14:50";CET;72;11939,50
ENVIPCO;NL0015000GX8;ENVI;"Euronext Amsterdam";EUR;2,80;2,80;2,50;2,50;"12/04/2022 16:15";CET;8547;21469,50
"ENVIPCO HOLDING";NL0015000GX8;ENVIP;"Euronext Growth Oslo";NOK;30,00;30,00;30,00;30,00;"11/04/2022 14:50";CET;45;1350,00
EO2;FR0010465534;ALEO2;"Euronext Growth Paris";EUR;4,91;4,91;4,90;4,90;"12/04/2022 13:32";CET;70;343,10
"EPIC Ord Shares";KYG3166N1060;EPIC;"Euronext Amsterdam";EUR;9,90;9,90;9,90;9,90;"07/04/2022 17:22";CET;800;7920,00
"EPIC WARRANTS";KYG3166N1144;EPICW;"Euronext Amsterdam";EUR;0,15;0,15;0,15;0,15;"11/03/2022 16:38";CET;558;83,70
EQUINOR;NO0010096985;EQNR;"Oslo Børs";NOK;332,00;338,50;330,75;332,35;"12/04/2022 16:29";CET;3270081;1091488579,10
"EQUITY BCDC";CG000A0BKQF7;-;"Euronext Expert Market";EUR;34,80;34,80;34,80;34,80;"05/10/2021 11:30";CET;30;1044,00
ERAMET;FR0000131757;ERA;"Euronext Paris";EUR;147,90;155,40;147,00;154,20;"12/04/2022 17:35";CET;98867;15168465,00
EROLD;FR0010211037;ALPLA;"Euronext Growth Paris";EUR;1,095;1,10;1,075;1,095;"12/04/2022 16:36";CET;2471;2700,435
"ERYTECH PHARMA";FR0011471135;ERYP;"Euronext Paris";EUR;1,181;1,24;1,172;1,201;"12/04/2022 17:35";CET;255950;309902,071
"ESG CORE INVEST";NL00150006O3;ESG;"Euronext Amsterdam";EUR;9,60;9,60;9,58;9,58;"12/04/2022 17:35";CET;3546;34004,18
"ESG CORE TREAS SHA";NL00150006Q8;ESGT;"Euronext Amsterdam";EUR;-;-;-;-;-;CET;-;-
"ESG CORE WARRANTS";NL00150006P0;ESGWA;"Euronext Amsterdam";EUR;0,30;0,30;0,298;0,298;"11/04/2022 17:35";CET;31;9,28
"ESI GROUP";FR0004110310;ESI;"Euronext Paris";EUR;69,80;69,80;68,60;69,00;"12/04/2022 16:14";CET;297;20517,60
ESKER;FR0000035818;ALESK;"Euronext Growth Paris";EUR;167,70;169,70;162,30;164,50;"12/04/2022 17:35";CET;15807;2614439,90
ESPERITE;NL0009272137;ESP;"Euronext Amsterdam, Paris";EUR;0,0248;0,0266;0,0248;0,0266;"12/04/2022 13:13";CET;114550;3011,772
ESSILORLUXOTTICA;FR0000121667;EL;"Euronext Paris";EUR;160,40;163,25;158,60;161,35;"12/04/2022 17:36";CET;527259;84865159,65
ESSO;FR0000120669;ES;"Euronext Paris";EUR;40,50;49,00;39,80;48,20;"12/04/2022 17:35";CET;124033;5697448,80
"ESTORIL SOL N";PTESO0AM0000;ESON;"Euronext Lisbon";EUR;4,90;4,90;4,90;4,90;"07/04/2022 21:27";BST;181;886,90
ETEX;BE0941244536;-;"Euronext Expert Market";EUR;25,00;25,00;25,00;25,00;"12/04/2022 11:30";CET;4910;122750,00
"EUPEN FINANZ";BE0049483135;-;"Euronext Expert Market";EUR;151,10;151,10;151,10;151,10;"28/07/2015 11:30";CET;348;52582,80
"EURASIA FONC INV";FR0000061475;EFI;"Euronext Paris";EUR;0,328;0,328;0,328;0,328;"12/04/2022 11:30";CET;1500;492,00
"EURASIA GROUPE";FR0010844001;ALEUA;"Euronext Growth Paris";EUR;3,84;3,84;3,84;3,84;"12/04/2022 09:00";CET;1;3,84
EURAZEO;FR0000121121;RF;"Euronext Paris";EUR;76,10;76,35;74,50;75,75;"12/04/2022 17:35";CET;108421;8185266,70
"EURO RESSOURCES";FR0000054678;EUR;"Euronext Paris";EUR;3,23;3,27;3,23;3,23;"12/04/2022 17:22";CET;11315;36698,50
EUROBIO-SCIENTIFIC;FR0013240934;ALERS;"Euronext Growth Paris";EUR;17,70;18,36;17,36;17,50;"12/04/2022 17:35";CET;104677;1855529,63
"EUROCASTLE INVEST.";GB00B94QM994;ECT;"Euronext Amsterdam";EUR;8,60;8,60;8,55;8,60;"08/04/2022 17:20";CET;2274;19517,70
EUROCOMMERCIAL;NL0015000K93;ECMPA;"Euronext Amsterdam, Brussels";EUR;25,055;25,335;24,48;24,49;"12/04/2022 17:35";CET;81019;2007194,82
"EUROFINS CEREP";FR0013256518;ALECR;"Euronext Growth Paris";EUR;18700,00;18700,00;18700,00;18700,00;"09/03/2022 11:30";CET;1;18700,00
"EUROFINS SCIE NV22";FR0014006O73;ERFNV;"Euronext Paris";EUR;96,50;97,30;96,50;97,30;"11/04/2022 16:30";CET;3878;374979,80
"EUROFINS SCIENT.";FR0014000MR3;ERF;"Euronext Paris";EUR;97,80;98,12;95,18;96,18;"12/04/2022 17:37";CET;410859;39671103,74
"EUROLAND CORPORATE";FR0010157115;MLERO;"Euronext Access Paris";EUR;2,52;2,52;2,52;2,52;"11/04/2022 16:30";CET;3377;8510,04
"EUROLOG CANOLA";ES0105586004;MLCAN;"Euronext Access Paris";EUR;1320,00;1320,00;1320,00;1320,00;"11/08/2021 00:00";CET;-;-
"EUROMEDIS GROUPE";FR0000075343;ALEMG;"Euronext Growth Paris";EUR;9,00;9,00;8,78;8,90;"12/04/2022 17:35";CET;4156;36921,86
EURONAV;BE0003816338;EURN;"Euronext Brussels";EUR;11,66;11,89;11,40;11,82;"12/04/2022 17:35";CET;1020863;11941888,71
EURONEXT;NL0006294274;ENX;"Euronext Paris, Amsterdam, Brussels";EUR;83,10;83,24;80,74;82,20;"12/04/2022 17:35";CET;110816;9101303,80
EURONEXT;NL0006294274;ENXP;"Euronext Lisbon";EUR;-;-;-;-;-;BST;-;-
EUROPACORP;FR0010490920;ALECP;"Euronext Growth Paris";EUR;0,53;0,53;0,52;0,52;"12/04/2022 17:35";CET;1873;977,44
"EUROPCAR MOBILITY";FR0012789949;EUCAR;"Euronext Paris";EUR;0,4941;0,4976;0,4941;0,497;"12/04/2022 17:35";CET;1473688;731790,7623
EUROPLASMA;FR0013514114;ALEUP;"Euronext Growth Paris";EUR;0,0283;0,0285;0,0274;0,0283;"12/04/2022 17:29";CET;2931842;82270,4234
EUROPRIS;NO0010735343;EPR;"Oslo Børs";NOK;56,30;56,50;55,60;56,25;"12/04/2022 16:27";CET;779643;43582931,05
"EUTELSAT COMMUNIC.";FR0010221234;ETL;"Euronext Paris";EUR;10,05;10,15;9,89;10,15;"12/04/2022 17:39";CET;298471;2994235,335
EVERFUEL;DK0061414711;EFUEL;"Euronext Growth Oslo";NOK;75,00;80,00;74,30;78,90;"12/04/2022 16:25";CET;100774;7838483,60
EVERGREEN;FR0000035784;EGR;"Euronext Paris";EUR;2,94;2,95;2,90;2,90;"12/04/2022 16:55";CET;5748;16747,04
EVERSET;FR0000044745;MLEVE;"Euronext Access Paris";EUR;0,406;0,406;0,406;0,406;"22/03/2021 11:30";CET;6535;2653,21
EVOLIS;FR0004166197;ALTVO;"Euronext Growth Paris";EUR;29,40;29,40;28,20;29,40;"11/04/2022 16:01";CET;60;1760,40
"EVS BROADC.EQUIPM.";BE0003820371;EVS;"Euronext Brussels";EUR;20,00;20,20;19,92;19,96;"12/04/2022 17:35";CET;10477;209522,66
"EXACOMPTA CLAIREF.";FR0000064164;ALEXA;"Euronext Growth Paris";EUR;106,00;106,00;106,00;106,00;"11/04/2022 14:03";CET;39;4134,00
"EXACT THERAPEUTICS";NO0010852213;EXTX;"Euronext Growth Oslo";NOK;16,60;16,60;16,50;16,50;"06/04/2022 13:41";CET;259;4279,40
"EXCLUSIVE NETWORKS";FR0014005DA7;EXN;"Euronext Paris";EUR;18,40;19,50;18,20;19,50;"12/04/2022 17:35";CET;8386;157465,84
"EXEL INDUSTRIES";FR0004527638;EXE;"Euronext Paris";EUR;65,80;66,80;65,20;65,20;"12/04/2022 13:49";CET;496;32668,40
EXMAR;BE0003808251;EXM;"Euronext Brussels";EUR;6,05;6,05;5,90;6,03;"12/04/2022 17:35";CET;42161;251716,33
"EXPLOSIFS PROD.CHI";FR0014003AQ4;EXPL;"Euronext Paris";EUR;62,00;62,00;62,00;62,00;"12/04/2022 16:30";CET;1086;67332,00
FACEPHI;ES0105029005;ALPHI;"Euronext Growth Paris";EUR;2,90;2,90;2,90;2,90;"12/04/2022 09:00";CET;1;2,90
